"","x"
"113"," 롯데갤러리 영등포점아방 개인전 가 일까지 롯데갤러리 영등포점에서 개최된다 관람시간은 평일 오전 시 분부터 오후 시 주말 금 일 오전 시 분부터 오후 시 까지로 백화점 영업 시간과 동일하다 출품작으로는 아방 작가의 드로잉 회화 입체조형물 등 총 여점이 있다 이번 전시에서는 주로 연작을 통해 아름다움 이라는 판단이 존재하긴 전 모든 것의 가치의 다양성이 평화롭게 공존하던 세계와 그 여인들의 이야기를 담아냈다 롯데갤러리 영등포점주로 등장하는 작품 속 여인들은 거구의 몸 강인하고 고집스러워 보이는 큰 얼굴 등 현대 사회에서 통용되는 미의 기준으로 보았을 때 아름답지 않다 이들의 마치 대단한 용기 있는 혹은 화가 난 고발자들처럼 얼굴과 몸짓을 과도하게 부풀리고 노려보는 듯한 그 강렬한 눈빛과 포즈는 붉디 붉은 색채와 맑은 푸른 색의 대비가 어우러져 그들을 오히려 더욱 매혹적으로 느껴지게끔 만든다 롯데갤러리 영등포점작가는 현대 사회 속 정형화된 아름다움에 의문을 던지며 완벽하지 못한 것 부족한 것 찌그러진 것은 과연 가치가 없는 것인가 라는 질문을 계속 시도한다 상대적인 기준이 만들어낸 오늘날의 미 美 에 대해 끊임없이 의심하며 아름다움이란 겉으로 드러난 형태가 아니라 내면에서 뿜어져 나오는 고유의 분위기와 느낌 그 대상을 둘러싼 이야기 속에서 발견할 수 있음을 상기시킨다 아방의 이러한 연작은 우리가 모르는 사이 지니게 된 아름다움에 대한 고착 을 고찰하며 얽매이지 않는 그 자체로서의 아름다움에 대해 고민해 볼 수 있는 계기를 제공한다 박자영 인턴기자 "
"114"," 사진 출처 장마철이 다가오면서 빗길 사고에 대한 운전자들의 걱정이 늘고 있다 노면이 많이 젖어있을 경우 타이어의 접지력이 떨어져 사고가 나기 쉽기 때문이다 장마철 쾌적하고 안전한 주행을 위한 장마철 차량관리법을 소개한다 가장 중요한 부분은 타이어 공기압이다 장마철에는 타이어 공기압을 평소 대비 가량 높게 유지하는 것이 좋다 타이어 공기압이 높아지면서 타이어와 노면 사이의 배수가 원활해져 접지력이 높아진다 또 공기압이 높을수록 주행 안정성 또한 좋아진다 같은 맥락에서 타이어 마모도도 확인해야 한다 타이어가 마모한계선까지 닳게되면 제동력이 현저히 감소하기 때문이다 원짜리 동전을 타이어 홈에 넣고 이순신 장군의 모자가 반 이상 보인다면 꼭 타이어를 교환해야 한다 와이퍼도 제대로 작동하는지 점검해야 한다 우천 시 안전한 시야 확보를 위해서는 와이퍼가 중요하다 와이퍼를 작동했을 때 소음이 나거나 유리창의 물이 잘 닦이지 않는다면 반드시 교환해주는 것이 좋다 간혹 와이퍼를 교환했는데도 잘 닦이지 않는다면 앞유리의 유막을 제거해야 한다 이밖에 에어컨 필터도 미리미리 교체해주는 것이 좋다 습한 장마철엔 에어컨 필터에 곰팡이가 쉽게 생긴다 에어컨 사용 시 불쾌한 냄새가 나는 것도 이 때문이다 교환 시기를 확인하고 계절이 바뀔 때마다 교환해주는 것이 운전자 건강에도 좋다 상습 침수 지역은 되도록 피하는 것이 좋다 배수가 잘 되지 않는 지역에 장마철 폭우가 쏟아질 경우 급격하게 물이 불어날 수 있기 때문이다 주변 침수 지역을 미리 파악하는 것이 중요하며 타이어 휠의 반 이상이 잠기는 지역은 피하는 것이 좋다 야외 주차를 삼가는 것도 불의의 사고를 막는 좋은 습관이다 국 김경택 기자 뉴스 이상의 무궁무진한 프리미엄 읽을거리 아나운서가 직접 읽어주는 오늘의 주요 뉴스 매일경제 무단전재 및 재배포 금지 "
"115"," 남해 뉴시스 차용현 기자 본격적인 더위가 시작된다는 소서 小暑 절기인 일 오전 경남 남해군 남면 다랭이마을 인근에서 바라본 바다 위에는 파란 하늘이 흰 구름 사이로 모습을 드러내고 있다 사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부 로 보내주시면 적극 반영하겠습니다 "
"116"," 남해 뉴시스 차용현 기자 본격적인 더위가 시작된다는 소서 小暑 절기인 일 오전 경남 남해군 남면 다랭이마을 인근에서 바라본 바다 위에는 파란 하늘이 흰 구름 사이로 모습을 드러내고 있다 사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부 로 보내주시면 적극 반영하겠습니다 "
"117"," 남해 뉴시스 차용현 기자 본격적인 더위가 시작된다는 소서 小暑 절기인 일 오전 경남 남해군 남면 다랭이마을 인근에서 바라본 바다 위에는 파란 하늘이 흰 구름 사이로 모습을 드러내고 있다 사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부 로 보내주시면 적극 반영하겠습니다 "
"118"," 남해 뉴시스 차용현 기자 본격적인 더위가 시작된다는 소서 小暑 절기인 일 오전 경남 남해군 남면 다랭이마을 인근에서 바라본 바다 위에는 파란 하늘이 흰 구름 사이로 모습을 드러내고 있다 사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부 로 보내주시면 적극 반영하겠습니다 "
"119"," 남해 뉴시스 차용현 기자 본격적인 더위가 시작된다는 소서 小暑 절기인 일 오전 경남 남해군 남면 다랭이마을 인근에서 바라본 바다 위에는 파란 하늘이 흰 구름 사이로 모습을 드러내고 있다 사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부 로 보내주시면 적극 반영하겠습니다 "
"120"," 구월의 살인효종 즉위년 년 도성 한복판에서 일어났던 실제 살인 사건이 작가 특유의 세밀한 상상과 함께 소설로 펼쳐진다 오직 자신의 안위와 욕망에만 충실한 사람들 속에서 범인은 사랑을 위해 끝까지 나아가며 추적자는 진실을 좇는다 살인 사건을 둘러싼 등장인물들의 모습은 독자들로 하여금 우리가 진정 주목해야 하는 것 에 대해 고민하게 한다 김별아 해냄 만 원 사의 찬미 선덕여왕 등 역사 속 여성의 삶을 그려온 저자가 이번엔 일제감정기 신여성이자 우리나라 최초 여성 성악가 윤심덕의 삶을 조명한다 여성이라는 이유로 겪은 수모와 모욕 당대 사회에 반하는 가치관을 지녀 쏟아진 비난 등 윤심덕과 사회의 갈등을 담았다 유부남 김우진과 윤심덕의 사랑은 사회 윤리와는 어긋날지라도 저자는 그들을 통해 오늘날 우리에게 던지는 메시지를 고찰한다 한소진 해냄 만 원 외로워서 배고픈 사람들의 식탁프랑스에서 년간 살아온 저자는 자국민과 이방인 수용과 혐오 배고픔을 달래기 위한 끼니와 고급 레스토랑에서의 미식 등 경계선이 그어지는 공간이자 그 경계선을 지우고자 하는 장소로 식탁을 묘사한다 집밥을 먹을 수 없는 이방인 여성으로서 더 생생하게 느낀 개 식탁의 현장을 통해 우리는 누구나 서로에게 이방인이며 미각은 어디에서나 통하는 언어라는 점을 시사한다 곽미성 어떤책 만 원장운경 인턴기자 "
"121"," 대전 이은파 기자 모처럼 청명한 날씨를 보인 일 대전 갑천 일대 파란 하늘에 구름이 드리워져 있어 아름다운 모습을 연출하고 있다 러시아 월드컵의 모든 것 뉴스가 보여요 유튜브 기사제보 및 문의 "
"122"," 대전 이은파 기자 모처럼 청명한 날씨를 보인 일 대전 갑천 일대의 파란 하늘에 구름이 드리워져 있어 아름다운 모습을 연출하고 있다 러시아 월드컵의 모든 것 뉴스가 보여요 유튜브 기사제보 및 문의 "
"123"," 예술의 전당오는 월 일 저녁 시에 예술의전당 챔버홀에서 하노버 국제 콩쿠르 우승 루체른 페스티벌 데뷔 무대 전석 매진 등 화제를 일으키며 클래식 음악계에서 주목 받고 있는 바이올리니스트 김다미 와 제네바 콩쿠르와 부조니 콩쿠르 위를 차지하며 한국 음악계에 새로운 역사를 쓴 문지영 이 슈만의 바이올린 소나타 전곡 연주로 관객을 유혹한다 슈만이 말년에 동시적으로 작곡한 바이올린 소나타 번은 까다로운 만큼 환상적이고 아름다운 선율이 매혹적이다 하지만 슈만의 강한 개성과 말년의 내면적 갈등 그리고 까다로운 기교로 인해 연주자들도 섣불리 도전하지 못하는 레퍼토리인 만큼 그동안 국내에서 전곡연주를 거의 접하기 어려웠다 특히 세기 들어서 발견된 소나타 번의 경우는 실연 자체를 경험할 수 있는 기회 자체가 없었기 때문에 더욱 특별한 무대가 될 예정이다 박자영 인턴기자 "
"124"," 흰물결 아트센터제주도에 거주하는 이은경 작가의 개인전 새콤달콤한 행복 이 오는 월 일까지 서울 서초 흰물결갤러리에서 열린다 이번 전시회에서는 내 안에 사과 있다 등 아크릴물감으로 표현한 다양한 과일 작품들을 만날 수 있다 제주에서 과일나무는 대학나무 라고 불릴 정도로 한 가정의 생계에 큰 영향을 미친다 작가는 씨앗이 대지를 만나 싹을 틔우고 열매를 맺고 그 열매가 다시 씨앗을 품는 과일 나무의 성장과정을 직접 지켜본다 이 작가는 이번 전시에 대해 인간의 삶도 한 알의 열매와 같다 이번 작품도 많은 이의 마음에 행복이라는 싹을 틔우는 달콤한 씨앗이 되길 바란다 고 기획 의도를 밝혔다 장운경 인턴기자 "
"125"," 주말인 오늘 일 과 내일 일 은 동해북부해상에 위치한 고기압의 가장자리에 들어 전국에 구름이 많겠으나 일부 지역에는 빗방울이 떨어질 것으로 예상된다 자료사진 데일리안이번 주말에는 동해북부해상에 위치한 고기압의 가장자리에 들어 전국에 구름이 많겠으나 일부 지역에는 빗방울이 떨어질 것으로 예상된다 일 기상청에 따르면 이 날 아침 최저기온은 도 낮 최고기온은 도로 예상됐고 일요일인 일에는 전국에 가끔 구름이 많은 가운데 장마전선의 영향으로 제주에 안팎의 약한 비가 내릴 전망이다 아침 최저기온은 도 낮 최고기온은 도로 예보됐다 기상청은 당분간 평년보다 기온이 다소 낮을 것으로 내다봤다 대기 확산이 원활해 전국 모든 지역에서 미세먼지 농도는 좋음 수준을 나타낼 것으로 보인다 또 전날에 이어 이날도 바람이 강하게 불고 물결이 매우 높게 일 것으로 보여 항해 조업하는 선박은 안전에 유의해야 할 것으로 예상된다 바다의 물결은 동해 앞바다와 먼바다에서 와 남해 앞바다와 먼바다에서 와 로 높게 일겠고 서해 앞바다와 먼바다의 파고는 와 로 예상된다 동해 해상에는 너울로 인한 높은 물결이 해안도로나 방파제를 넘는 곳도 있을 것으로 관측됐다 데일리안 팀 주 데일리안 무단전재 변형 무단배포 금지 "
"126"," 교보문고나도 내 감정과 친해지고 싶다내 감정에 휘둘리지 않고 내 감정과 친구가 되고 싶은 사람들을 위한 인생지침서다 상담학 박사인 저자는 이 책에서 감정에 대해 제대로 알고 친해지는 법을 소개한다 이 책을 통해 자신의 감정을 제대로 알고 드러내는 것만으로도 당신의 삶에 생기가 살아날 것이다 황선미 메이트북스 만 원 교보문고니키 드 생팔 요코 마즈다이 책은 니크 드 생팔의 컬렉터이자 팬 그리고 친구였던 요코 마즈다의 입장에서 쓴 것이다 여성이기 때문에 시대적 상황 때문에 자신의 꿈을 마음껏 펼칠 수 없었던 요코는 니키 드 생팔을 만나면서 자신이 바라는 모습으로 삶을 꾸려 나간다 구로이와 유키 만 원박자영 인턴기자 "
"127"," 아라리오뮤지엄 인 스페이스아라리오뮤지엄 인 스페이스에서 빠르게 변하는 공사현장과 같은 현대사회를 추상적으로 그려내는 젊은 회화작가 구지윤의 개인전이 오는 월 일까지 전시된다 전시 제목 은 구지윤 작가가 이전 홍콩 여행을 하다가 밤에도 불이 꺼지지 않는 거리로부터 들려오는 다양한 소리에서 받은 느낌을 작가만의 추상적 언어로 표현한 것이다 사실상 보라색 소음은 숙면에 도움을 주는 소리를 지칭하는 용어지만 구지윤 작가에게는 오히려 방해요소로 다가 온 것이다 그 후 소리에 집중하기 시작한 작가는 소음에 익숙한 현대인들에게 있어 조용한 적막이 오히려 불안감을 안겨주는 요소가 될 수 있다는 것에 주목하며 작품을 통해 시끄러움이 일상이 되어버린 현대사회의 단면을 드러내고자 했다 박자영 인턴기자 "
"128"," 제천시 무단 방치 차량 신고 최근 년간 건 제천 김형우 기자 타다가 쓸모없게 되자 무단 방치된 차량으로 인해 지방자치단체들이 골머리를 앓고 있다 흉물로 전락해 도시 미관을 해치거나 이면도로에 세워져 통행을 방해하는 사례도 빈번하다 지난 월 일 충북 제천시 영천동에 화물차가 오랜 기간 주차돼 통행을 방해한다는 신고가 시청에 접수됐다 담당자가 현장에 나가 확인해보니 비좁은 골목길에 노후한 화물차가 자리를 잡고 있었다 신고한 주민은 방치된 화물차 뒤 칸에 쓰레기를 버려 미관까지 해치고 있다 고 하소연했다 시 공무원이 연락처를 수소문해 차를 치워달라고 요청했으나 차주는 누가 그런 터무니 없는 신고를 했느냐 며 되레 핀잔을 줬다 시청관계자는 다행히 차주와 연락이 돼 차를 치울 수 있었지만 아예 차주와 연락이 안 되는 경우가 많다 며 이런 경우 임의로 처분하기도 어렵다 고 말했다 방치된 화물차 제천시청 제공 자료사진 제천시에 따르면 최근 년간 무단 방치 차량 신고 건수는 건에 달했다 차주와 연락이 안 돼 폐차된 게 대 승용차 대 이륜차 대 나 됐다 장기 방치 차량은 폐차 절차가 귀찮아서 버리는 경우도 있지만 압류를 당하거나 담보물로 잡혀 처분이 어려운 경우가 많다 제천시는 오는 일까지 자동차 관리법 위반 혐의 무단방치 를 받는 대상자 명에 대해 조사할 방침이다 차량 소유주가 관리할 의사를 보이면 장기 방치 차량에 해당하지 않지만 무단 방치했다 적발되면 년 이하의 징역이나 천만원 이하의 벌금형에 처한다 러시아 월드컵의 모든 것 뉴스가 보여요 유튜브 기사제보 및 문의 "
"129"," 더위 피하는 시민 사진 토요일이자 본격적인 더위가 시작된다는 소서 小暑 인 일 고기압의 가장자리에 들어 전국에 구름이 많은 가운데 동해안과 제주도는 안팎의 약한 비가 오는 곳이 있겠습니다 오전 시 각 지역의 기온은 서울 도 인천 도 수원 도 춘천 도 강릉 도 청주 도 대전 도 전주 도 광주 도 제주 도 대구 도 부산 도 울산 도 창원 도 등입니다 낮 최고기온은 도로 예보돼 평년 도 과 비슷하거나 약간 낮겠습니다 기상청은 당분간 북동쪽에서 찬 공기가 유입돼 평년보다 기온 분포가 낮을 것으로 내다봤습니다 대기 확산이 원활해 미세먼지 농도는 전국 모든 지역에서 좋음 수준을 나타낼 것으로 보입니다 동해안에는 동풍의 영향으로 안개가 끼는 곳이 있겠습니다 동해안과 남해안 제주에 바람이 강하게 불겠으며 그 밖의 지역에도 약간 강하게 부는 곳이 있을 것으로 보여 시설물 관리와 안전사고에 유의할 필요가 있습니다 동해와 남해 제주 해상에 풍랑특보가 발효된 가운데 바람이 강하게 불고 물결도 높게 일 것으로 보입니다 바다의 물결은 동해 앞바다와 먼바다에서 와 남해 앞바다와 먼바다에서 와 로 높게 일겠습니다 서해 앞바다와 먼바다에서는 와 로 일겠습니다 동해안에는 너울로 인해 높은 물결이 해안도로나 방파제를 넘는 곳이 있겠습니다 팀 무단전재 및 재배포 금지 "
"130"," 아트사이드 갤러리모양을 낸 진흙 점토를 구워 만드는 테라코타 로 독자적인 작품세계를 구축해온 한애규 작가의 개인전 푸른길 이 서울 종로구 아트사이드 갤러리에서 일까지 열린다 한애규 작가는 년대부터 자신의 일상에서 느끼는 여성의 삶과 존재에 대한 긍정적인 사유를 주로 흙으로 표현해왔다 이번 전시 푸른길 에서도 테라코타 작품을 만날 수 있다 흙으로 빚은 인물상 동물상 반인반수 등의 작품은 작가 자신의 모습을 대변하면서 자신의 조상이었던 여인을 상징한다 흙을 이용해 모나지 않고 둥글게 빚은 형상은 한 작가의 주요 조형 요소다 단순한 조각 형태와 곡선은 작품세계 전반을 관통하며 테라코타 특유의 질감과 따뜻하고 부드러운 색채와 조화를 이룬다 한 작가는 이번 전시를 통해 자신을 둘러싼 삶의 테두리 안에서 얻은 경험과 깨달음으로 우리 삶 속 본연의 모습과 그 존재들을 시각적으로 입체적으로 보여주고자 했다 고 밝혔다 장운경 인턴기자 "
"131"," 날씨 서쪽 덥고 동쪽 선선 미세먼지 농도 좋음 절기 소서인 오늘 서쪽과 동쪽의 기온차가 크게 벌어집니다 낮기온 서울 도 광주 도로 낮 동안 다소 더울 텐데요 다만 서늘한 바닷바람이 계속해서 유입되고 있는 동해안 지역은 종일 선선하겠습니다 강릉을 포함한 동쪽지역은 낮기온이 도 안팎까지 오르는 데 그쳐서 긴 소매 차림이 더 어울리겠습니다 오늘 구름 사이로 볕이 강하게 내리쬡니다 한동안 걱정 없었던 자외선이 오늘은 전국 대부분 지역에서 매우 높음 단계까지 치솟겠고요 그래도 깨끗한 동쪽 바람이 계속해서 불어오면서 먼지 걱정은 없습니다 전국의 미세먼지 농도 종일 좋음 단계를 유지하겠습니다 오늘 대체로 구름만 다소 지나면서 활동하기 좋겠지만 이들 지역은 우산을 챙기셔야겠습니다 동풍의 영향을 받는 동해안 지역과 제주도는 종일 비가 오락가락할 텐데요 비의 양 자체가 많지는 않지만 바람이 무척 강하게 불고 있습니다 시설물 피해 없도록 조심하시기 바랍니다 현재 기온 살펴보면 서울 도 춘천 도 대구도 도를 가리키고 있습니다 오늘 낮기온 서울 도 전구와 광주 도로 서쪽지역은 다소 덥겠습니다 장마전선이 차차 북상하면서 일요일 오후에 제주도를 시작으로 장맛비가 내리겠고요 월요일에는 전국으로 확대되겠습니다 지금까지 날씨 전해드렸습니다 김하윤 기상캐스터 기사문의 및 제보 카톡 라인 네이버 채널 구독 생방송 시청 대한민국 뉴스의 시작 앱 다운받기"
"132"," 김지연 기자 향기 좋은 헤어 브랜드 딥셍떼 는 금일 일 지마켓에서 슈퍼딜 이벤트를 진행한다고 밝혔다 이번 행사는 하루 동안 진행되며 샴푸 트리트먼트 헤어에센스 등 딥셍떼의 전 제품을 최대 할인된 가격에 판매한다 제품 구매 수량과 상관 없이 구매자 전원에게 무료로 배송하며 향기 좋은 퍼퓸샴푸 종을 직접 체험해볼 수 있는 딥셍떼 샴푸 샘플 파우치를 증정한다 개 구매 시 본품 개를 추가로 제공하는 이벤트도 진행해 실속 쇼핑이 가능하다 딥셍떼는 식물추출물 종이 함유돼 지친 모발에 풍부한 영양을 공급 실크 같은 부드러운 감촉을 선사한다 샴푸의 경우 자연유래 계면활성제를 함유한 의 약산성으로 두피에 자극 없이 순하게 사용할 수 있다 특히 향수보다 더 은은하고 오래가는 잔향이 강점으로 헤어 제품만으로도 향기케어가 가능한 것이 특징이다 현재 플로럴향의 마이프린세스 머스크계열의 데이나이트 프리지아 꽃향기의 프레쉬포텐 달달한 코코넛향의 코코넛슈가 파우더리한 쁘띠파우더 진한 라벤더향의 라벤더가든 총 가지 향기의 헤어 아이템을 선보이고 있다 관계자는 향수에 버금가는 깊고 진한 향기를 선사하는 딥셍떼를 직접 체험해볼 수 있는 기회를 제공하고자 지마켓과 손잡고 이번 슈퍼딜 행사를 기획한 것 이라며 고객들이 다양한 제품을 부담 없이 경험해볼 수 있도록 다양한 할인 혜택과 증정 이벤트를 마련한 만큼 많은 관심을 바란다 고 전했다 행사에 대한 보다 자세한 사항은 지마켓 홈페이지 내 슈퍼딜 기획전을 통해 확인 가능하다 아이돌 팬이라면 네이버 공식 페이스북 트위터 이슈퀸 무단 전재 및 재배포 금지"
"133"," 지난 일 비 내리는 서울 경복궁 자료사진 서울 이영재 기자 다음 주 일 는 대체로 구름 낀 날이 많겠고 일부 지역에는 비가 오겠다 일 기상청에 따르면 화요일인 일 서울 경기도 강원도 등에는 장마전선의 영향으로 비가 내리겠다 이들 지역의 강수량은 평년 보다 조금 많을 것으로 예보됐다 일을 제외한 나머지 날은 대체로 고기압 가장자리에 들어 구름이 많이 끼겠다 기온은 평년 최저기온 도 최고기온 도 과 비슷하거나 조금 높겠다 기상청은 장마전선은 일 이후 일시적으로 북한 지방으로 북상하겠으나 제 호 태풍 마리아 의 이동 경로에 따라 장마전선 위치가 달라질 수 있으니 앞으로 발표되는 기상 정보를 참고하기 바란다 고 당부했다 다음은 주요 지역 다음 주 예상 최저 최고기온 러시아 월드컵의 모든 것 뉴스가 보여요 유튜브 기사제보 및 문의 "
"134"," 서울 신선미 기자 국립어린이과학관이 여름방학을 맞아 초등학생이 즐길 수 있는 다양한 교육 프로그램을 마련했다 여름방학 기간 서울 종로구 어린이과학관을 찾으면 간단한 실험을 통해 과학 원리를 배우고 차원 프린터로 물건을 만들어 볼 수 있다 초등학교 학년은 과학교실 에 참여할 수 있다 자외선에 대해 배우고 차가운 슬러시를 만들어 보는 등 여름 을 주제로 한 강연과 체험이 진행된다 초등학교 학년 대상으로는 어린이 과학수사대 프로그램이 진행된다 과학수사의 역사와 의미를 소개하고 과학수사 기법을 알려준다 가상 범죄 현장에서 직접 수사에 나서볼 수도 있다 소프트웨어 공학교실 도 열린다 프린터로 조명을 만들고 드론을 날리는 교육 과정이 각각 준비됐다 가상현실 기술에 대해 배우고 장비 사용법을 익혀 실제 콘텐츠를 제작해보는 교육 과정도 있다 예약은 오는 일 오후 시부터 과학관 홈페이지 에서 선착순으로 받는다 각 과정은 일간 진행되며 교육비는 과정별 만 천원이다 어린이 과학교실 국립어린이과학관 홈페이지 화면 캡처 한편 어린이과학관은 여름 방학 기간 세 유아 및 초등학생을 대상으로 종이 전자회로나 풍선 자동차 등을 만드는 창작교실 도 운영한다 과정별 교육 기간과 시간 등 자세한 내용은 홈페이지에서 볼 수 있다 러시아 월드컵의 모든 것 뉴스가 보여요 유튜브 기사제보 및 문의 "
"135"," 최인철 서울대 심리학과 교수가 년만에 쓴 행복론최인철 교수의 굿라이프 표지 서울 뉴스 이영섭 기자 저자 최인철 서울대 심리학과 교수이자 행복연구센터장은 이 책에서 행복에 관한 오해를 풀기 위해 애를 쓴다 행복을 특별한 감정으로 보거나 성공을 포기해야 찾는 것 등으로 이해되는 오해와 염려를 다루고 있다 저자는 행복에 관해 책이면서 제목을 굿라이프로 한 것에 대해 행복을 순간의 기분으로만 이해되는 경향성을 바로잡기 위해서 라고 말한다 그러면 행복은 어떻게 얻나 행복은 순간의 행복 이상인 삶의 행복 이라고 정의한다 이런 의미에서 행복은 기분과 함께 삶의 의미와 목적 그리고 삶을 향한 품격 있는 자세와 태도까지 포함한다 이런 의미에서 이책의 부는 행복의 오해를 푸는데 중점을 두고 부에선 의미있는 삶을 설명한다 마지막 부에선 어떻게 품격있는 삶을 얻을까를 논한다 책 목차를 살펴보면 구체적으로 어떻게 행복해질까 라는 질문에 답을 제시하는 듯하다 Δ행복이라는 이름이 문제다 Δ행복의 우연성을 허하라 Δ잘하는 일보다 좋아하는 일을 한다 Δ비교하지 않는다 등등 목차가 행복의 기술들로 보인다 굿 라이프 내 삶을 바꾸는 심리학의 지혜 최인철 지음 세기 북스 만 원 뉴스 채널설정하기 제보하기 러시아 월드컵 기사보기 뉴스 코리아 무단 전재 및 재배포 금지 "
"136"," 벨기에 선수들이 일 한국시간 러시아 카잔의 카잔 아레나에서 열린 브라질과의 러시아 월드컵 강전에서 득점 후 기뻐하는 모습 사진 뉴스 남미축구가 유럽 벽에 막혀 결국 모두 짐을 쌌다 일 러시아월드컵 강전에서 남미축구의 마지막 자존심인 브라질과 우루과이가 각각 유럽의 벨기에와 프랑스에 무릎을 꿇었다 월드컵 전 독일 피파 랭킹 위 과 함께 강력한 우승후보로 꼽힌 브라질 랭킹 위 은 랭킹 위 벨기에에 로 졌다 브라질은 일 오전 시 한국시간 러시아 카잔의 카잔 아레나에서 벌어진 벨기에와의 강전에서 자책골과 벨기에의 케빈 더 브라위너 맨체스터 시티 쐐기골에 무너졌다 브라질에 앞서 우루과이는 아트사커 프랑스에 로 완패했다 우루과이는 일 밤 시 한국시간 러시아 니즈니노브고로드 스타디움에서 열린 프랑스와의 강전에서 라파엘 바란 레알 마드리드 앙투안 그리즈만 아틀레티코 마드리드 의 연속골을 앞세운 프랑스에 완패했다 우루과이는 공격수 에딘손 카바니 파리 생제르맹 의 부상 공백이 컸다 카바니는 이번 대회에서 골을 터뜨리며 우루과이 선수 중 가장 많은 골을 기록했지만 포르투갈과의 강전에서 다치며 프랑스전에 결장했다 이로써 러시아월드컵은 강 잔여 경기를 남겨놓은 현재 유럽 팀만 남게 됐다 강 진출팀 중 프랑스와 벨기에가 가장 먼저 강에 오른 가운데 스웨덴 잉글랜드 일 밤 시 러시아 크로아티아 일 오전 시 가 강전을 치른다 박정웅 기자 머니 페이스북 최신 웹툰이 매일 공짜 "
"137"," 아침 최저 도 낮 최고 도제 호 태풍 쁘라삐룬 이 물러난 지난 일 오후 서울 북악스카이웨이에서 바라본 서울 도심이 시원하게 트여있다 뉴스 구윤성 기자 서울 뉴스 윤다정 기자 일요일인 일에는 전국에 구름이 많은 가운데 동해안과 제주도 등 일부 지역에는 비가 오는 곳이 있겠다 기상청은 이날 동해북부해상에 위치한 고기압의 가장자리에 들어 전국에 가끔 구름이 많고 제주도는 장마전선의 영향으로 오후에 비가 오는 곳이 있겠다고 일 예보했다 예상 강수량은 동해안과 울릉도 독도 제주도에서 내외다 아침 최저기온은 도 낮 최고기온은 도로 전날과 비슷하거나 조금 낮겠다 당분간 북동쪽에서 찬 공기가 유입되면서 평년보다 조금 낮은 기온분포를 보이겠다 지역별 아침 최저기온은 서울 도 춘천 도 대전 도 대구 도 부산 도 전주 도 광주 도 낮 최고기온은 서울 도 춘천 도 대전 도 대구 도 부산 도 전주 도 광주 도다 바다의 물결은 서해 앞바다에서 남해 앞바다에서 동해 앞바다에서 서해 먼바다에서 최고 남해와 동해 먼바다에서 최고 로 높게 일겠다 동해상과 일부 남해앞바다를 제외한 남해상 제주도 전해상에 풍랑특보가 발효 중인 가운데 일까지 바람이 강하게 불고 물결이 매우 높게 일겠으니 항해나 조업하는 선박은 각별히 유의해야 한다 또한 동해안에는 너울로 인한 높은 물결이 해안도로나 방파제를 넘는 곳이 있겠으니 안전사고에 유의해야 한다 국립환경과학원에 따르면 미세먼지 농도는 대기확산이 원활해 전 권역이 좋음 수준으로 예상된다 오존 농도는 전 권역의 농도가 보통 수준이었던 전날 일 보다 높을 것으로 예상된다 제 호 태풍 마리아 는 오전 시 현재 매우 강한 중형 태풍으로 괌 북서쪽 약 부근 해상에서 시속 속도로 북서진하고 있으며 일 오전 시쯤 일본 오키나와 동남동쪽 약 부근 해상까지 진출할 것으로 예상된다 뉴스 채널설정하기 제보하기 러시아 월드컵 기사보기 뉴스 코리아 무단 전재 및 재배포 금지 "
